_il,_it,_el,_et,meanPt,stdPt,cl_1,cl_2,cl_3,cl_4
0.0019831,0.0003965,0.0012,0.00158,0.10724,2.9412,1381.5,3418.1,2691.6,2133.6
0.0019831,0.0003965,0.00625,0.00158,-0.003283,1.8032,5279,1457.6,1861.3,726.62
0.00257,0.0003965,0.0012,0.00158,0.11936,3.1734,809.69,4238.6,2553.8,2046.8
0.00257,0.0003965,0.00625,0.00158,0.00094967,1.9636,4787,2052.4,1793.4,711.72
0.0031569,0.0003965,0.0012,0.00158,0.1284,3.355,405.3,4974.8,2381.3,1899.9
0.0031569,0.0003965,0.00625,0.00158,0.0048893,2.1122,4360.1,2604.7,1717.1,679.12
0.0034,0.0003965,0.0012,0.00158,0.12375,3.4192,267.58,5256.6,2304,1831
0.0034,0.0003965,0.00625,0.00158,-0.0012575,2.1704,4195.6,2822.3,1681.8,662.11
0.00174,0.0003965,0.003725,0.0008,-0.074603,2.7438,4974.7,1906.1,852.69,1652.1
0.00174,0.0003965,0.003725,0.00236,-0.022866,1.7202,4224.9,1770.1,2556.8,781.7
0.0019831,0.0003965,0.003725,0.0008,-0.078253,2.8287,4688.9,2247,812.73,1644.6
0.0019831,0.0003965,0.003725,0.00236,-0.027087,1.8173,3929.3,2024.6,2562.9,827.3
0.00257,0.0003965,0.003725,0.0008,-0.067555,3.0167,4103.8,3003.8,710.58,1601.3
0.00257,0.0003965,0.003725,0.00236,-0.017178,2.0298,3324,2615.1,2550.2,887.2
0.0031569,0.0003965,0.003725,0.0008,-0.059413,3.1822,3624,3679.9,599.42,1535.5
0.0031569,0.0003965,0.003725,0.00236,-0.0091444,2.2146,2827.7,3171.1,2505,896.91
0.0034,0.0003965,0.003725,0.0008,-0.064587,3.2448,3446,3939.6,550.11,1504.3
0.0034,0.0003965,0.003725,0.00236,-0.014212,2.2842,2643.7,3391.6,2477.6,890.76
0.00174,0.0002526,0.003725,0.00158,-0.063746,1.724,4213.4,2193,2379.8,501.48
0.00174,0.0005404,0.003725,0.00158,0.023074,2.3171,4717.6,1980.8,1498.3,1213.3
0.00257,0.0002526,0.003725,0.00158,0.10441,2.0517,3415.8,3235.8,2305.5,472.93
0.00257,0.0005404,0.003725,0.00158,0.05869,2.595,3837.5,2865.8,1476.7,1291.1
0.0034,0.0002526,0.003725,0.00158,0.13875,2.3188,2769.8,4157.8,2161.2,383.1
0.0034,0.0005404,0.003725,0.00158,0.089109,2.8271,3175.2,3658.6,1400.6,1281.1
0.00174,0.000193,0.0012,0.00158,0.1377,2.454,1333.1,3114,3501.3,1638.6
0.00174,0.000193,0.00625,0.00158,0.03503,1.2666,5182.7,1531.9,2512.6,56.592
0.00174,0.0006,0.0012,0.00158,0.077788,3.1761,1990.9,3075.2,2063.6,2499.5
0.00174,0.0006,0.00625,0.00158,-0.030879,2.1526,5780.1,1005.7,1335,1220.9
0.00257,0.000193,0.0012,0.00158,0.16001,2.8345,470.76,4489.1,3228.9,1433.1
0.00257,0.000193,0.00625,0.00158,0.042667,1.5366,4475,2472.4,2374.3,0
0.00257,0.0006,0.0012,0.00158,0.089897,3.4971,1093.3,4096.9,1972.9,2507.7
0.00257,0.0006,0.00625,0.00158,-0.029072,2.3569,5051.1,1783.9,1282.5,1253.9
0.0034,0.000193,0.0012,0.00158,0.17461,3.0998,0,5642.9,2908.9,1132.8
0.0034,0.000193,0.00625,0.00158,0.049306,1.7727,3896.8,3313.6,2226.1,0
0.0034,0.0006,0.0012,0.00158,0.097607,3.7251,540.85,4997.7,1785.8,2363.5
0.0034,0.0006,0.00625,0.00158,-0.026837,2.5429,4454.6,2489.5,1206.6,1243.6
0.00174,0.000193,0.003725,0.0008,-0.0019248,2.0302,4512.1,2514.3,1732.7,583.99
0.00174,0.000193,0.003725,0.00236,0.021469,1.4191,3970.1,1807.5,3138.5,411.99
0.00174,0.0006,0.003725,0.0008,-0.1083,3.2956,5331.3,1645.5,140.89,2303.1
0.00174,0.0006,0.003725,0.00236,-0.042612,2.0201,4457.2,1783,2036.1,1072.3
0.00257,0.000193,0.003725,0.0008,0.093998,2.3559,3706.5,3779.5,1520.2,422.6
0.00257,0.000193,0.003725,0.00236,0.11383,1.7589,3120.8,2744.2,3104.2,455.69
0.00257,0.0006,0.003725,0.0008,-0.020616,3.5385,4484.6,2597,95.953,2336.1
0.00257,0.0006,0.003725,0.00236,0.045302,2.3036,3590.8,2538.4,2095,1225.1
0.0034,0.000193,0.003725,0.0008,0.10942,2.6226,3071.8,4846.9,1290.7,242.88
0.0034,0.000193,0.003725,0.00236,0.12736,2.0329,2453.3,3597.1,2993.8,411.86
0.0034,0.0006,0.003725,0.0008,-0.011804,3.743,3816.2,3422,0,2307.3
0.0034,0.0006,0.003725,0.00236,0.055298,2.5399,2907.6,3245,2060.7,1270.4
0.00174,0.0003965,0.0019396,0.00158,0.047137,2.483,2909.9,2798.2,2286.4,1496.1
0.00174,0.0003965,0.0055104,0.00158,-0.022917,1.7987,5275.1,1422,1871.3,743.85
0.00257,0.0003965,0.0019396,0.00158,0.078776,2.8324,1961.3,3879.2,2198.6,1508.5
0.00257,0.0003965,0.0055104,0.00158,-0.00036524,2.0469,4518.6,2305.6,1789.4,741.58
0.0034,0.0003965,0.0019396,0.00158,0.10365,3.0938,1328.6,4825.1,2033,1394.5
0.0034,0.0003965,0.0055104,0.00158,0.019329,2.2658,3912.1,3097.8,1683.8,694.53
0.00174,0.0003965,0.0012,0.0008,0.03608,3.5474,2262.9,4191.5,1000.1,2134.1
0.00174,0.0003965,0.0012,0.00236,0.041799,2.4902,1400.5,2016.9,3719.6,2440.8
0.00174,0.0003965,0.00625,0.0008,-0.13476,2.4579,5905.8,532.51,1078.2,1802.6
0.00174,0.0003965,0.00625,0.00236,-0.060662,1.4244,5247.9,1235.3,2344.7,421.4
0.00257,0.0003965,0.0012,0.0008,0.040615,3.8715,1398.3,5425.2,788.66,2003.6
0.00257,0.0003965,0.0012,0.00236,0.048105,2.8456,486.46,3101.3,3602.8,2424.1
0.00257,0.0003965,0.00625,0.0008,-0.032416,2.6613,5249.5,1500.1,947.02,1711.2
0.00257,0.0003965,0.00625,0.00236,0.040155,1.6663,4565.9,1987,2329.3,463.2
0.0034,0.0003965,0.0012,0.0008,0.144,4.0984,920.01,6416.5,567.82,1787.1
0.0034,0.0003965,0.0012,0.00236,0.15493,3.0973,0,4076.8,3406.3,2237
0.0034,0.0003965,0.00625,0.0008,-0.038048,2.8468,4667.3,2354.2,788.45,1609.4
0.0034,0.0003965,0.00625,0.00236,0.033846,1.8816,3963.4,2682.6,2257,460
0.00174,0.0003965,0.003725,0.0010285,-0.032797,2.4525,4792.9,2060.2,1241,1287.3
0.00174,0.0003965,0.003725,0.0021315,2.4029e-05,1.7915,4296.1,1865.2,2400.8,789.32
0.00257,0.0003965,0.003725,0.0010285,-0.0028176,2.7364,3928.6,3117.1,1126.3,1259.9
0.00257,0.0003965,0.003725,0.0021315,0.028749,2.0992,3410.3,2742.4,2382.4,873.21
0.0034,0.0003965,0.003725,0.0010285,0.0214,2.973,3278.1,4029.5,983.81,1176.1
0.0034,0.0003965,0.003725,0.0021315,0.0527,2.3526,2743.6,3540.6,2302.9,861.44
0.00257,0.00020849,0.003725,0.00158,0.049381,1.9664,3309.2,3321.9,2431.3,317.52
0.00257,0.00031862,0.003725,0.00158,0.028183,2.1801,3490,3128.9,2084.6,694.89
0.00257,0.00047438,0.003725,0.00158,0.003362,2.4755,3717.5,2931,1636.9,1135
0.00257,0.00058451,0.003725,0.00158,-0.011379,2.6725,3861.4,2833,1346.2,1392.9
0.00257,0.0002526,0.0012,0.00158,0.10178,2.9335,554.24,4403.5,3008.6,1634.4
0.00257,0.0002526,0.00625,0.00158,-0.015952,1.6623,4549.7,2332.1,2184.5,225.69
0.00257,0.0005404,0.0012,0.00158,0.047782,3.4051,990.17,4131.6,2121.9,2388.2
0.00257,0.0005404,0.00625,0.00158,0.010901,2.2466,4994,1848.5,1434.1,1108.9
0.00257,0.0002526,0.003725,0.0008,0.07345,2.5633,3852.5,3497.2,1271.6,827.29
0.00257,0.0002526,0.003725,0.00236,0.10445,1.8361,3198.7,2697.8,2943.7,590.62
0.00257,0.0005404,0.003725,0.0008,-0.011146,3.3988,4394.2,2687.8,270.1,2152
0.00257,0.0005404,0.003725,0.00236,0.051334,2.2244,3527.9,2554.6,2229.8,1132.4
0.00257,0.000193,0.0019396,0.00158,0.13381,2.4743,1634.9,4148.8,2865.4,879.97
0.00257,0.000193,0.0055104,0.00158,0.055558,1.6285,4210.7,2700.8,2387.1,33.411
0.00257,0.0006,0.0019396,0.00158,0.068519,3.1732,2250.5,3725.2,1629.9,1977.3
0.00257,0.0006,0.0055104,0.00158,-0.011184,2.4346,4794.7,2056.2,1272.7,1270.6
0.00257,0.000193,0.0012,0.0008,0.16567,3.2977,969.91,6140.6,1625.8,867.54
0.00257,0.000193,0.0012,0.00236,0.14616,2.6111,253.47,3152.7,4192.5,2046
0.00257,0.000193,0.00625,0.0008,0.00040735,1.954,4801.4,2381.5,1668.4,476.6
0.00257,0.000193,0.00625,0.00236,0.039291,1.3716,4305.6,2196,2809.8,0
0.00257,0.0006,0.0012,0.0008,0.048398,4.3383,1765.5,5041,150.89,2725.7
0.00257,0.0006,0.0012,0.00236,0.069902,3.0836,743.39,3088.7,3102.5,2723.1
0.00257,0.0006,0.00625,0.0008,-0.13733,3.2067,5546,1028.7,332.11,2497.6
0.00257,0.0006,0.00625,0.00236,-0.04764,1.9606,4750.6,1854,1869.4,847.37
0.00257,0.000193,0.003725,0.0010285,0.029694,2.1796,3515.3,3725,1851.4,279.29
0.00257,0.000193,0.003725,0.0021315,0.040034,1.8006,3128.9,2921.2,2930.5,392.41
0.00257,0.0006,0.003725,0.0010285,-0.065105,3.2081,4233.4,2780.5,509.26,1924.8
0.00257,0.0006,0.003725,0.0021315,0.056316,2.3964,3672.9,2637.3,1899.8,1251.1
0.00257,0.0003965,0.0013922,0.00158,0.12913,3.0732,1161.7,4148.2,2446,1876.8
0.00257,0.0003965,0.0027587,0.00158,0.08712,2.5611,2878.6,3469.3,1993.9,1157.5
0.00257,0.0003965,0.0046913,0.00158,0.046205,2.1594,4178.7,2612.4,1813,798.7
0.00257,0.0003965,0.0060578,0.00158,0.02541,1.9839,4734.3,2114.9,1797.7,716.61
0.00257,0.0003965,0.0019396,0.0008,0.078267,3.5209,2559.9,4580.7,699.01,1744.3
0.00257,0.0003965,0.0019396,0.00236,0.10205,2.5183,1687.2,3025.6,3131.6,1722.2
0.00257,0.0003965,0.0055104,0.0008,-0.047499,2.7412,4988.7,1876,873.52,1666.2
0.00257,0.0003965,0.0055104,0.00236,0.01981,1.7498,4280.9,2161.5,2362.1,542.1
0.00257,0.0003965,0.0012,0.0010285,0.096191,3.5921,1180,5111,1426.3,1921.6
0.00257,0.0003965,0.0012,0.0021315,0.098272,2.9236,576.74,3412.7,3346.1,2307.7
0.00257,0.0003965,0.00625,0.0010285,-0.059441,2.3753,5050.7,1803.8,1238.5,1259.1
0.00257,0.0003965,0.00625,0.0021315,-0.012714,1.7343,4597.1,2031,2181.2,505.93
0.00257,0.0003965,0.003725,0.00085937,-0.030116,2.9338,4062.6,3048,831.64,1492.6
0.00257,0.0003965,0.003725,0.0012815,-0.0004178,2.5165,3756,3114.1,1492.5,1050.8
0.00257,0.0003965,0.003725,0.0018785,0.015563,2.1916,3486.8,2879.5,2156.8,879.77
0.00257,0.0003965,0.003725,0.0023006,0.019672,2.0468,3358,2647.4,2514.7,881.16
